HIP,Vmag,Plx,e_Plx,B-V
3911,7.94,16.94,0.61,0.522
3913,10.41,14.41,1.77,0.959
3919,6.13,11.01,0.76,0.043
3924,7.98,18.41,0.79,0.562
3930,10.15,21.34,1.66,0.909
3949,5.24,13.06,0.59,0.356
3952,9.26,10.13,1.03,0.705
3956,9.65,11.7,1.59,0.62
3961,6.86,25.74,0.62,0.447
3963,8.12,10.63,1.17,0.494
3965,6.38,15.0,0.72,0.307
3973,7.63,10.82,0.93,0.61
3979,6.98,45.27,0.97,0.663
3990,8.74,11.1,1.27,0.601
3995,6.89,12.14,1.02,0.49
3998,9.22,45.71,1.66,1.194
3999,7.14,19.09,0.92,0.593
4003,9.87,16.93,1.06,0.954
4005,7.28,18.78,0.88,0.559
4010,9.71,20.84,1.61,0.857
4012,10.66,54.23,2.12,1.363
4016,8.1,15.96,0.94,0.66
4022,8.95,65.81,1.44,1.29
4024,9.77,26.54,1.51,1.069
4025,6.7,11.24,0.88,0.339
4041,8.45,24.87,0.82,0.78
4045,9.67,11.43,1.39,0.641
4049,6.89,11.66,1.54,0.362
4055,10.49,10.16,1.23,0.817
4056,7.86,10.25,1.05,0.486
4061,11.53,33.9,3.02,1.44
4062,8.69,13.03,0.75,0.586
4067,11.8,36.34,3.0,1.465
4072,7.13,18.48,1.47,0.53
4073,7.64,11.63,1.11,0.479
4084,6.67,16.33,1.59,0.518
4087,7.28,10.73,0.99,0.493
4093,7.84,14.21,1.19,0.654
4103,8.36,25.86,1.16,0.707
4120,8.5,23.39,2.04,0.4
4127,6.76,23.82,0.87,0.595
4131,8.21,13.7,0.97,0.624
4137,10.01,14.19,1.79,0.757
4144,7.76,19.44,0.94,0.576
4145,9.11,11.82,1.26,0.571
4146,8.58,10.42,1.27,0.415
4148,7.15,71.01,0.78,0.936
4151,4.8,53.85,0.6,0.54
4157,7.61,11.6,0.65,0.678
4164,6.44,13.43,1.02,0.439
4166,9.53,14.96,1.68,0.8
4168,8.83,12.76,1.27,0.575
4171,7.42,10.16,0.93,0.362
4194,8.92,21.15,1.37,0.722
4195,8.69,17.16,1.2,0.642
4202,8.25,10.12,1.09,0.372
4205,7.19,22.41,1.63,0.622
4212,6.27,11.72,0.75,0.191
4223,11.11,38.16,2.48,1.435
4225,9.26,11.01,1.4,0.672
4242,8.94,14.46,1.25,0.816
4261,7.92,12.43,0.82,0.483
4273,7.94,11.12,1.46,0.506
4283,5.59,13.3,0.57,0.105
4288,5.46,25.69,1.29,1.012
4290,7.41,33.92,0.91,0.652
4291,6.68,20.41,0.58,0.987
4293,5.45,15.52,0.52,1.095
4301,7.59,12.66,0.93,0.481
4303,7.96,10.32,1.07,0.241
4308,9.09,13.39,1.48,0.625
4310,7.92,20.24,1.19,0.991
4311,6.73,18.77,0.96,0.5
4312,10.62,23.01,1.81,1.15
4319,9.44,11.08,1.54,0.592
4328,12.38,39.56,3.38,1.47
4329,7.2,10.4,0.78,0.201
4332,8.67,12.22,1.1,0.7
4333,7.86,10.19,0.89,0.498
4353,9.42,32.77,1.71,1.163
4366,6.08,11.94,0.74,0.133
4376,8.18,16.72,1.1,0.53
4385,7.74,14.27,1.06,0.47
4387,8.67,14.31,1.28,0.63
4392,8.5,12.24,1.15,0.573
4393,7.53,24.39,0.87,0.667
4394,10.1,20.42,1.21,0.942
4395,7.17,22.34,0.65,0.808
4403,8.35,12.83,1.05,0.542
4417,9.93,16.15,1.64,0.851
4418,10.14,19.0,1.74,0.967
4420,8.88,13.81,1.21,0.568
4422,4.62,15.84,0.58,0.957
4423,8.36,14.75,1.33,0.631
4436,3.86,23.93,1.22,0.13
4443,11.13,41.73,2.29,1.43
4446,6.39,16.73,0.65,0.375
4448,8.99,22.95,2.16,1.02
4454,9.12,41.45,1.01,1.025
4457,7.94,11.39,0.98,0.546
4463,4.4,13.44,0.75,0.94
4468,10.77,34.4,1.91,1.3
4471,8.47,16.66,1.07,0.581
4473,9.5,51.66,1.07,1.299
4478,9.45,20.88,1.26,0.854
4482,10.0,21.29,1.74,0.987
4484,8.25,10.55,0.84,0.415
4485,8.69,10.31,1.12,0.482
4493,8.61,11.16,1.47,0.572
4506,7.6,11.98,1.23,0.418
4521,9.39,12.49,1.52,0.734
4525,7.75,14.44,0.98,0.418
4531,8.56,13.97,1.12,0.696
4536,8.18,14.75,1.1,0.559
4540,7.07,17.11,2.07,0.455
4552,5.99,17.19,0.83,1.0
4566,7.33,10.8,0.84,0.499
4569,11.77,76.32,2.88,1.558
4582,7.57,16.31,0.88,0.503
4587,5.62,10.35,0.96,0.949
4592,6.57,11.03,0.79,1.136
4613,8.0,14.47,1.12,0.5
4617,7.86,21.38,0.71,0.557
4619,7.65,12.6,1.19,0.513
4637,6.9,17.31,0.84,0.41
4643,10.56,20.85,2.04,1.086
4647,8.22,11.92,0.95,0.592
4663,9.23,12.36,1.33,0.737
4668,9.26,16.85,1.07,0.831
4673,9.35,19.87,2.56,0.821
4676,7.35,10.98,0.85,0.46
4691,9.96,30.39,1.75,1.107
4696,7.25,10.89,1.03,1.019
4699,10.06,23.96,1.65,1.047
4702,8.01,12.39,1.09,0.657
4708,8.11,13.43,1.05,0.488
4727,9.56,20.54,1.42,0.877
4737,7.74,11.34,1.12,0.543
4739,9.56,10.44,1.44,0.555
4740,10.76,12.07,1.8,0.745
4742,7.68,11.92,0.92,0.876
4747,7.34,24.76,0.86,0.547
4749,8.62,14.22,1.17,0.756
4750,10.08,10.89,1.61,0.567
4752,8.94,10.96,1.2,0.762
4764,9.43,16.47,2.47,0.668
4772,6.91,22.23,0.64,0.65
4775,7.87,13.85,1.51,0.558
4794,6.61,13.28,0.79,0.905
4801,6.47,11.76,0.87,1.184
4807,7.94,13.98,0.87,0.407
4809,6.71,13.94,0.9,0.783
4812,7.73,11.21,0.9,0.389
4815,8.23,16.58,1.07,0.626
4824,10.49,32.06,2.18,1.226
4830,8.33,10.9,0.94,0.598
4833,8.27,12.5,1.0,0.577
4845,10.06,46.22,4.48,1.365
4849,8.16,46.61,1.61,1.008
4852,5.5,14.39,0.73,0.083
4855,7.91,31.35,1.28,0.799
4856,9.98,122.77,1.23,1.501
4864,8.46,15.3,0.88,0.619
4868,6.88,22.39,0.87,0.448
4872,9.56,99.44,1.39,1.463
4874,9.84,22.04,1.68,0.919
4877,9.93,18.15,1.89,0.859
4878,6.83,16.55,0.78,0.498
4882,7.7,20.35,0.78,0.591
4886,9.52,11.43,1.69,0.77
4890,5.39,13.86,0.61,0.9
4892,8.52,16.88,1.07,0.572
4893,7.21,14.49,0.94,0.406
4895,10.31,12.67,1.28,0.739
4900,10.81,24.14,2.69,1.47
4904,8.29,14.9,0.85,0.543
4906,4.27,17.14,0.81,0.952
4907,7.67,38.73,0.78,0.756
4909,8.52,18.29,1.35,0.649
4927,11.36,61.23,5.26,1.59
4934,6.81,12.44,1.11,0.48
4951,9.2,11.52,1.55,0.665
4952,7.8,11.18,0.99,0.775
4954,9.75,15.12,1.49,0.814
4958,8.86,14.08,1.18,0.552
4966,8.44,22.56,0.73,0.6
4967,10.89,31.96,2.22,1.137
4979,6.06,17.66,0.72,0.271
4981,9.11,17.37,1.27,0.577
4989,7.19,16.66,0.89,0.442
4997,7.28,11.96,0.84,0.446
5004,10.25,16.28,1.76,0.764
5012,8.24,13.66,0.92,0.489
5016,6.84,16.06,0.71,0.528
5018,11.56,17.76,2.65,1.61
5021,5.83,12.47,0.63,0.569
5027,9.78,38.99,1.88,1.194
5031,9.15,25.48,1.14,0.801
5034,6.2,23.82,0.87,0.443
5041,10.02,34.39,1.68,1.28
5045,6.77,11.85,0.88,0.328
5046,8.24,11.53,1.14,0.52
5047,8.44,10.4,0.98,0.538
5054,7.72,24.8,0.89,0.613
5061,8.97,13.64,1.3,0.564
5073,7.93,13.07,1.1,0.543
5078,7.77,10.25,0.91,0.403
5081,5.64,18.28,0.79,0.42
5097,9.3,10.02,1.27,0.449
5099,7.18,18.21,0.82,0.421
5106,8.29,18.19,0.98,0.6
5110,8.66,37.6,2.02,1.197
5114,10.08,22.78,1.2,0.964
5121,6.09,10.58,0.72,1.012
5122,8.77,11.19,0.83,0.762
5131,5.33,13.67,1.47,0.003
5132,5.55,14.67,1.72,-0.048
5134,8.97,15.81,1.16,0.644
5136,9.58,15.62,1.53,0.749
5137,8.3,10.9,1.14,0.501
5141,6.35,21.87,1.03,0.383
5144,7.26,22.69,1.03,0.484
5158,10.16,22.32,2.12,1.078
5163,9.5,12.72,1.35,0.603
5176,8.15,20.84,1.0,0.656
5178,11.2,14.48,1.89,1.035
5182,8.73,12.62,1.79,0.5
5183,8.12,12.57,1.08,0.607
5184,10.12,15.45,1.51,1.029
5186,6.52,14.39,0.66,0.214
5189,8.2,13.56,1.04,0.606
5191,9.5,20.01,1.32,0.907
5207,7.22,17.23,0.8,0.448
5209,6.93,15.31,0.93,0.301
5215,11.45,45.24,2.56,1.473
5224,8.84,33.98,1.07,0.925
5231,7.97,10.04,1.05,0.216
5240,6.41,10.26,0.67,1.188
5244,7.22,12.95,1.28,0.334
5245,8.96,18.53,2.04,0.84
5247,9.0,66.46,1.27,1.289
5255,8.89,10.6,1.27,0.764
5253,7.02,20.28,1.29,0.56
5259,6.36,13.96,0.9,0.238
5260,10.66,34.85,2.2,1.396
5266,11.43,20.54,1.5,1.54
5268,5.36,11.68,0.5,0.884
5269,7.26,12.19,0.81,0.403
5271,8.09,11.11,1.0,0.417
5273,10.58,21.01,1.61,1.009
5276,7.24,19.97,0.85,0.541
5280,7.01,29.65,0.71,0.567
5286,8.41,48.2,1.06,1.122
5291,7.93,14.15,1.45,0.775
5295,9.26,12.39,1.45,0.589
5296,5.71,20.97,0.66,0.446
5300,5.21,16.48,0.61,0.159
5301,8.45,18.18,0.96,0.662
5304,8.03,16.81,1.01,0.725
5310,5.56,20.23,0.81,0.121
5311,9.37,11.39,1.35,0.561
5313,7.78,26.79,0.9,0.621
5315,6.44,21.53,0.83,0.847
5317,5.04,16.61,0.73,0.109
5319,6.23,23.87,0.78,0.398
5321,7.48,10.3,0.61,0.246
5333,7.61,11.77,0.89,0.362
5335,7.61,30.84,0.86,0.71
5336,5.17,132.4,0.6,0.704
5339,6.86,12.13,0.85,0.371
5346,5.51,27.84,0.88,0.334
5348,3.94,11.66,0.77,-0.12
5350,8.74,11.07,1.15,0.658
5363,6.89,11.5,1.09,0.292
5364,3.46,27.73,0.71,1.161
5369,10.56,35.99,1.69,1.256
5372,4.24,10.43,0.5,1.213
5373,8.63,28.33,1.3,0.837
5381,8.95,14.58,0.91,0.529
5382,8.77,10.1,1.27,0.495
5383,8.2,12.24,1.76,0.501
5389,9.1,21.57,1.27,0.764
5395,7.86,10.41,0.91,0.651
5410,12.38,46.11,3.65,1.53
5428,7.14,10.32,0.82,0.464
5430,7.55,10.05,0.82,0.413
5440,6.65,13.24,0.75,0.439
5441,8.42,10.17,0.94,0.481
5443,11.38,26.61,3.57,1.435
5447,2.07,16.36,0.76,1.576
5456,9.27,11.94,1.24,0.576
5459,9.24,16.69,1.33,0.759
5462,8.8,20.21,0.84,0.672
5469,8.57,11.01,1.34,0.541
5488,6.98,12.21,0.64,0.309
5489,9.2,12.12,1.04,0.574
5490,9.58,17.12,1.53,0.821
5493,5.67,18.98,0.71,0.603
5496,9.8,122.86,7.53,1.568
5500,8.31,10.94,0.93,0.454
5514,7.98,10.91,0.87,0.47
5518,5.32,10.26,0.57,-0.014
5521,7.66,37.34,0.91,0.73
5527,9.08,20.0,1.33,0.771
5529,8.06,27.87,0.69,0.849
5531,6.55,17.41,0.67,0.553
5534,7.23,25.25,0.9,0.568
5537,8.56,10.26,0.96,0.476
5542,4.34,23.73,0.68,0.17
5549,8.78,13.4,0.76,0.602
5552,8.35,10.71,1.11,0.466
5564,10.62,15.03,1.94,0.944
5578,7.48,24.65,0.91,0.589
5586,4.51,20.11,0.87,1.092
5607,8.86,10.31,1.31,0.575
5623,7.17,16.15,0.6,0.587
5626,5.6,11.98,0.52,0.008
5629,11.35,18.76,2.72,1.22
5631,6.89,29.64,0.81,0.494
5634,9.43,12.13,1.38,0.758
5636,6.54,14.04,0.81,0.468
5644,7.74,22.01,0.96,0.687
5643,12.1,269.05,7.57,1.85
5646,6.55,19.17,0.92,0.454
5647,8.71,31.12,1.52,0.931
5651,7.63,16.91,1.15,0.471
5661,5.95,13.62,0.71,0.281
5663,9.55,45.4,1.55,1.267
5674,7.3,12.94,1.28,0.38
5681,8.58,10.17,1.37,0.487
5682,7.41,16.49,1.02,0.551
5684,7.24,22.36,0.79,0.77
5685,7.86,18.68,1.05,0.578
5697,8.95,21.71,1.25,0.685
5699,10.09,14.41,1.62,0.968
5700,8.53,15.24,0.79,0.647
5709,7.26,18.95,0.83,0.424
5710,8.68,17.14,1.41,0.762
5713,9.63,13.59,2.01,0.62
5728,8.08,11.88,1.08,0.488
5729,8.75,13.17,0.85,0.499
5737,5.21,22.09,2.04,0.32
5740,9.37,14.45,1.41,0.603
5741,9.1,29.3,1.17,1.035
5745,8.47,23.55,1.01,0.446
5752,7.69,10.93,1.14,0.571
5754,7.15,14.74,0.77,0.428
5763,9.82,32.62,1.38,1.22
5764,6.88,14.68,1.0,0.312
5765,7.05,12.7,0.92,0.584
5769,8.69,11.97,1.25,0.544
5777,8.35,14.33,0.98,0.55
5784,7.18,23.31,0.86,0.546
5796,9.43,11.22,1.21,0.634
5799,5.14,41.01,0.89,0.448
5806,7.5,25.96,0.77,0.575
5807,8.8,10.59,1.28,0.537
5812,11.16,60.76,1.94,1.637
5817,9.03,15.94,0.92,0.762
5829,7.25,11.38,1.66,0.469
5831,9.12,12.28,1.24,0.662
5833,5.7,22.79,0.8,0.428
5834,9.98,11.89,1.48,0.623
5837,8.0,11.79,1.04,0.493
5840,7.34,19.39,1.5,0.473
5841,7.94,11.59,0.91,0.383
5842,7.22,47.36,1.25,1.0
5845,9.12,15.12,1.05,0.629
5853,9.34,15.19,1.43,0.655
5862,4.97,66.43,0.64,0.571
5881,8.87,16.9,1.24,0.671
5891,7.63,16.95,1.18,0.781
5895,8.25,20.84,0.88,0.646
5896,4.25,48.94,0.53,0.48
5898,7.16,17.75,1.11,0.466
5913,7.32,16.95,0.78,0.417
5928,6.2,10.01,0.54,1.114
5932,7.93,11.18,0.94,0.495
5936,6.04,10.36,0.94,1.163
5938,7.55,37.71,1.14,0.753
5943,6.91,16.79,0.57,0.378
5944,6.59,42.3,0.75,0.594
5945,8.0,13.46,0.98,0.512
5947,6.27,13.84,0.52,0.44
5949,7.56,11.19,1.21,0.375
5952,8.47,16.08,1.3,0.61
5951,5.42,12.74,0.72,0.888
5957,10.1,44.03,1.59,1.353
5963,9.62,11.72,1.34,0.662
5965,9.97,20.47,1.68,1.022
5968,9.11,10.52,1.23,0.697
5977,7.03,16.53,0.82,0.415
5980,8.98,15.87,1.32,0.712
5985,6.52,33.68,0.77,0.563
6003,7.91,14.06,1.18,0.533
6005,11.31,60.61,2.38,1.51
6008,10.8,41.14,2.69,1.447
6011,8.2,15.96,1.0,0.542
6018,8.39,10.25,1.2,0.443
6017,7.92,14.87,1.14,0.472
6022,7.88,20.42,0.97,0.556
6024,8.71,13.15,0.85,0.614
6025,6.36,11.78,0.84,1.132
6037,9.75,33.18,2.07,1.008
6038,9.41,15.39,1.44,0.647
6061,5.13,14.83,0.86,0.071
6068,8.64,10.3,1.02,0.471
6097,11.78,45.22,3.65,1.44
6100,7.93,10.54,1.06,0.807
6102,9.95,27.61,1.68,0.927
6104,8.62,11.01,1.18,0.448
6108,7.3,11.41,0.98,0.264
6130,8.0,36.16,1.0,0.78
6134,10.24,12.54,1.67,0.693
6136,8.32,16.36,2.34,0.796
6158,8.2,11.2,1.05,0.716
6159,8.9,14.91,1.23,0.596
6161,7.87,13.64,0.62,0.556
6165,8.88,11.6,0.96,0.543
6177,8.69,31.1,1.37,0.876
6178,8.42,12.93,1.03,0.456
6192,8.52,15.28,1.1,0.587
6193,4.74,10.49,0.77,0.032
6197,8.41,18.88,1.15,0.701
6206,7.65,25.59,0.94,0.622
6212,8.57,11.27,1.04,0.43
6221,7.07,18.84,0.62,0.508
6234,6.7,19.67,1.58,0.584
6237,6.65,20.54,0.92,0.405
6240,8.43,15.43,2.02,0.707
6241,6.95,13.14,0.91,0.352
6251,8.43,18.85,1.11,0.516
6265,7.87,11.22,0.87,0.364
6268,8.26,18.5,1.07,0.597
6271,7.0,20.28,0.82,0.545
6273,7.57,34.73,3.83,0.702
6276,8.43,28.52,1.17,0.791
6278,10.62,21.41,2.42,1.108
6281,9.31,12.96,0.88,0.603
6285,7.21,30.08,0.92,0.586
6290,10.36,52.71,5.18,1.34
6298,8.31,11.57,0.99,0.588
6305,8.79,13.49,1.39,0.566
6306,7.62,16.64,0.85,0.582
6308,7.86,19.48,0.99,0.534
6309,7.83,20.25,1.17,0.661
6312,6.33,13.67,0.62,0.113
6322,8.82,13.43,1.16,0.537
6339,8.46,34.78,1.26,0.916
6342,10.7,37.85,2.2,1.42
6343,8.6,11.16,1.52,0.481
6344,9.67,41.44,1.05,1.292
6347,7.19,10.09,0.61,0.307
6348,7.46,11.74,0.83,0.368
6351,10.15,59.29,1.59,1.383
6365,11.48,42.73,3.53,1.627
6369,6.94,12.26,0.56,0.224
6375,9.69,17.91,1.8,0.824
6376,6.97,12.81,0.92,0.953
6377,7.26,12.38,1.08,0.424
6378,6.37,13.04,0.54,0.283
6379,7.17,59.46,0.59,0.826
6380,8.02,17.12,1.0,0.667
6390,8.76,32.13,1.2,0.97
6391,9.72,14.49,1.48,0.845
6405,6.96,39.07,0.8,0.627
6407,8.61,17.06,1.19,0.638
6411,4.87,16.68,0.7,1.077
6414,10.3,37.1,1.75,1.295
6418,7.03,12.7,0.8,0.34
6422,8.65,12.6,1.06,0.539
6427,6.35,16.82,0.85,0.493
6431,9.5,23.84,2.11,1.024
6440,6.71,11.4,0.71,0.99
6439,7.16,19.52,0.79,0.473
6442,7.47,18.97,0.92,0.681
6448,8.26,15.21,0.96,0.706
6451,6.77,10.81,0.8,1.123
6454,7.3,22.13,0.99,0.829
6455,7.92,27.0,1.05,0.656
6456,7.85,33.09,0.99,0.9
6458,7.75,10.34,1.13,0.92
6462,7.43,10.01,0.99,0.328
6482,9.56,10.88,1.42,0.692
6483,9.88,24.89,1.09,1.003
6485,8.53,20.29,0.93,0.705
6486,6.36,17.34,0.71,0.457
6489,11.1,17.59,2.51,1.18
6490,8.66,13.47,1.31,0.567
6494,8.37,20.73,0.7,0.656
6497,8.16,13.48,1.03,0.661
6498,8.28,12.69,0.99,0.691
6507,6.66,11.16,1.08,0.24
6511,7.7,17.75,0.84,0.553
6510,9.29,15.29,1.65,0.791
6512,6.28,16.98,0.8,0.829
6514,5.6,15.43,0.73,0.276
6527,6.59,20.42,0.78,0.403
6528,7.65,15.84,0.9,0.533
6537,3.6,28.48,0.77,1.065
6539,6.21,14.83,0.77,0.235
6542,8.25,17.06,2.05,0.59
6549,8.96,12.98,1.22,0.71
6551,6.85,20.01,0.87,0.569
6558,9.52,29.6,1.43,1.02
6564,5.92,22.33,0.95,0.407
6572,8.12,16.59,1.06,0.546
6575,8.39,31.77,1.05,0.784
6592,5.42,13.22,0.64,1.03
6596,10.76,17.35,1.82,0.973
6601,8.15,10.77,0.97,0.666
6605,6.17,12.17,0.75,0.959
6607,8.29,24.75,1.22,0.684
6613,8.49,30.24,1.1,0.912
6616,9.91,15.13,1.65,0.791
6624,6.76,10.21,0.95,0.233
6626,9.8,37.93,1.59,1.42
6639,9.48,27.52,1.3,1.026
6643,7.12,22.65,0.82,0.577
6653,7.38,25.35,0.97,0.675
6660,10.29,22.05,1.89,1.06
6665,9.07,10.32,1.17,0.48
6668,8.02,16.62,1.49,0.636
6669,6.18,13.01,0.76,0.447
6670,4.9,11.31,0.68,1.231
6675,8.03,17.28,0.97,0.677
6679,6.99,19.55,0.85,0.441
6682,7.25,10.69,0.91,1.009
6683,7.62,14.14,0.85,0.508
6686,2.66,32.81,0.62,0.16
6692,4.72,16.89,0.56,1.047
6693,7.86,25.95,1.28,0.75
6701,11.01,14.49,1.85,1.623
6702,6.34,26.14,0.79,0.5
6703,8.39,15.15,1.24,0.816
6706,5.35,38.35,0.78,0.395
6711,5.98,24.21,0.74,0.52
6712,8.14,13.31,1.09,0.707
6714,6.44,10.71,0.82,0.947
6729,9.51,12.31,1.18,0.572
6732,5.5,10.63,0.77,1.106
6733,6.9,16.13,0.79,0.387
6744,8.41,24.51,0.99,0.725
6748,5.51,27.55,0.74,0.321
6752,7.52,18.57,0.89,0.549
6758,9.67,14.11,1.64,0.639
6761,8.96,13.5,1.29,0.544
6762,7.96,33.59,0.99,0.738
6768,8.19,10.14,0.81,0.48
6772,8.09,16.24,0.89,0.544
6776,6.27,23.45,0.75,0.453
6780,8.68,10.95,0.9,0.463
6781,8.75,12.49,1.21,0.502
6786,7.27,15.44,0.86,0.418
6791,6.89,10.86,0.86,0.456
6794,6.42,17.91,0.75,0.311
6795,9.14,24.14,1.07,0.86
6796,9.78,26.41,1.44,1.157
6801,8.0,11.18,0.88,0.423
6807,10.4,16.1,1.84,0.895
6812,7.26,10.48,0.6,0.962
6813,4.83,35.33,0.82,0.421
6815,7.01,14.04,1.14,0.625
6833,8.6,19.92,1.04,0.656
6849,7.37,13.23,1.71,0.379
6851,9.47,10.53,1.41,0.727
6854,7.73,17.99,1.04,0.527
6856,9.35,26.92,1.21,0.951
6862,6.9,22.52,0.78,0.505
6867,3.41,13.94,0.64,1.542
6869,6.6,19.99,0.79,0.526
6873,8.04,10.74,1.07,0.53
6875,8.7,10.52,0.76,0.427
6878,6.66,29.26,0.73,0.505
6888,6.59,11.44,0.81,0.303
6890,9.29,24.16,1.3,1.0
6897,7.03,10.77,0.89,0.248
6905,8.85,14.35,1.26,0.557
6909,6.66,12.9,0.9,0.457
6911,7.02,10.09,0.78,1.011
6913,8.4,23.97,0.75,0.708
6914,7.24,17.25,0.63,0.673
6915,6.54,14.29,0.83,0.352
6917,7.74,43.16,0.93,0.966
6938,9.7,10.09,1.41,0.721
6943,7.18,22.04,0.78,0.453
6949,7.69,11.72,0.75,0.839
6950,8.41,11.63,1.14,0.567
6951,8.54,10.18,1.17,0.45
6956,9.51,10.28,1.54,0.649
6959,9.15,10.22,1.32,0.483
6960,5.11,14.72,0.78,0.028
6965,7.17,10.38,0.89,0.375
6969,8.13,11.91,0.98,0.721
6972,10.45,14.6,1.81,1.072
6975,7.62,21.66,1.08,0.556
6978,7.93,23.4,1.03,0.71
6987,8.07,11.35,0.99,0.584
6990,8.01,16.99,0.99,0.656
6993,8.4,14.04,1.13,0.761
6999,5.27,11.26,0.77,0.999
7017,9.41,11.37,1.51,0.629
7018,9.41,28.66,1.41,0.863
7023,8.96,19.94,1.37,0.758
7029,8.52,10.94,0.95,0.575
7034,7.25,15.58,0.83,0.413
7037,8.69,21.03,1.2,0.734
7040,7.91,15.85,0.66,0.601
7050,6.15,11.54,0.59,0.07
7053,10.67,19.95,2.24,1.452
7060,7.76,11.64,0.75,0.624
7076,8.15,22.17,0.98,0.63
7078,5.82,34.19,0.57,0.489
7080,8.03,17.32,0.96,0.76
7081,7.58,11.79,0.95,0.388
7083,3.93,22.15,0.61,0.972
7082,7.24,14.48,0.62,0.893
7086,7.36,12.53,0.72,0.36
7090,7.32,23.18,0.92,0.622
7091,9.17,16.94,0.99,0.78
7097,3.62,11.09,0.82,0.974
7099,7.86,10.67,0.94,0.4
7104,8.19,11.8,0.93,0.515
7106,7.97,14.04,0.73,0.475
7107,8.73,10.11,0.78,0.569
7108,6.85,11.42,0.91,0.26
7109,8.9,12.93,1.21,0.671
7113,7.14,10.5,0.84,0.312
7114,7.39,13.03,0.69,0.397
7115,6.17,10.21,0.7,0.066
7118,5.79,10.74,0.76,1.073
7136,8.06,12.82,0.77,0.413
7142,9.49,16.32,0.99,0.739
7143,6.78,17.15,0.84,0.929
7154,10.37,12.39,1.63,0.658
7158,8.46,22.07,2.88,0.679
7167,9.03,16.64,1.14,0.592
7170,11.16,56.42,2.12,1.492
7183,7.78,20.49,0.81,0.641
7189,6.27,12.41,0.63,0.462
7210,8.69,14.3,1.1,0.557
7211,8.94,16.98,1.09,0.711
7213,5.49,12.29,0.89,1.021
7217,9.04,15.33,1.24,0.623
7221,8.41,19.58,1.01,0.71
7228,10.0,28.69,1.43,1.172
7233,9.37,16.01,1.34,0.737
7235,6.97,51.27,0.88,0.766
7237,8.19,17.92,1.02,0.57
7239,8.28,11.59,0.92,0.476
7240,8.19,17.47,0.89,0.611
7244,7.63,30.13,0.94,0.666
7245,8.35,18.92,1.06,0.68
7254,7.83,28.23,0.94,0.815
7256,7.83,10.96,0.69,0.389
7262,7.43,13.7,0.8,0.34
7276,5.75,33.71,0.72,0.639
7277,7.97,18.99,1.01,0.527
7283,6.46,10.15,0.49,0.107
7284,8.02,14.08,0.93,0.556
7287,11.03,21.63,2.34,1.2
7290,9.88,22.36,2.04,1.072
7294,4.68,15.96,0.68,0.991
7296,9.98,20.73,1.95,0.958
7298,6.91,12.89,0.62,0.314
7303,9.84,13.0,1.7,0.603
7307,8.15,11.78,1.03,0.465
7311,10.16,12.59,1.19,0.86
7333,10.73,24.48,1.95,1.17
7338,10.64,28.7,1.6,1.21
7339,6.52,47.65,0.6,0.686
7345,5.62,16.32,0.75,0.066
7346,9.04,31.98,0.92,0.961
7349,8.19,10.23,0.94,0.98
7357,6.9,27.26,0.91,0.531
7370,6.74,20.91,0.9,0.634
7372,7.11,42.29,1.47,0.909
7386,11.06,17.87,1.81,0.51
7387,6.03,24.72,0.54,0.382
7395,10.17,11.41,1.53,0.765
7396,8.77,28.63,1.12,0.78
7404,7.17,27.36,0.93,0.593
7420,10.97,23.86,2.07,1.283
7422,10.07,10.99,1.14,0.863
7426,8.83,20.46,0.84,0.761
7427,7.79,17.33,0.98,0.567
7429,7.85,20.82,0.79,0.556
7437,9.06,10.43,1.34,0.587
7441,9.38,19.39,1.33,0.949
7443,6.43,26.54,0.68,0.415
7446,7.15,23.3,0.86,0.712
7447,5.95,16.75,0.82,0.259
7456,6.78,13.33,1.61,0.465
7459,10.1,11.63,1.19,0.524
7463,5.69,16.13,0.97,0.335
7467,8.83,21.22,1.32,0.761
7480,8.61,11.96,1.03,0.607
7500,9.23,30.75,1.39,1.104
7513,4.1,74.25,0.72,0.536
7532,8.19,10.41,1.06,0.618
7535,5.54,29.58,1.42,0.347
7537,7.92,12.64,0.8,0.508
7539,8.14,29.72,1.08,0.83
7549,7.08,11.31,0.93,0.671
7554,10.39,45.79,1.63,1.416
7564,6.99,23.8,0.86,0.9
7570,10.36,16.93,2.01,1.09
7576,7.66,42.35,0.96,0.797
7579,9.59,16.56,1.34,0.699
7580,6.24,26.15,0.81,0.528
7585,6.77,38.86,0.83,0.648
7586,9.01,10.94,1.24,0.56
7588,0.45,22.68,0.57,-0.158
7589,6.77,15.53,0.97,0.471
7599,7.33,25.39,0.62,0.629
7601,5.88,36.86,0.52,0.62
7607,3.59,18.76,0.74,1.275
7612,8.18,12.46,0.99,0.646
7613,8.41,12.9,0.79,0.614
7626,9.4,20.45,1.51,0.81
7628,7.28,11.08,0.73,0.342
7636,8.65,26.3,1.66,0.848
7643,5.94,10.1,0.68,1.045
7646,11.6,52.95,2.92,1.496
7649,6.67,11.91,0.66,0.33
7655,10.74,28.69,3.28,1.101
7663,7.97,10.51,1.04,0.376
7664,8.41,10.45,1.02,0.399
7669,7.35,18.95,0.91,0.465
7679,5.58,14.21,0.77,0.346
7687,9.37,25.82,1.56,0.794
7692,7.93,10.21,1.15,0.318
7699,7.08,20.37,0.61,0.466
7705,8.92,19.12,1.25,0.76
7719,5.01,13.46,0.76,0.883
